matched,gt_class,gt_lat,gt_lon,dt_class,dt_lat,dt_lon,dt_conf
True,0.0,41.92082097843922,8.742777000943114,0.0,41.92082294,8.74264374,0.794
True,0.0,41.9255188375882,8.741624755449246,0.0,41.92545633,8.74162474,0.77
True,0.0,41.922539747520695,8.742837500706514,0.0,41.92252484,8.74286608,0.769
True,0.0,41.920797447350765,8.774806125685624,0.0,41.92078756,8.77479684,0.719
True,0.0,41.91723289878573,8.755195952375855,0.0,41.91722105,8.75523454,0.433
True,1.0,41.91549556959749,8.74684973501572,0.0,41.91490935,8.74677199,0.319
True,1.0,42.061713194889904,8.699118859177926,0.0,42.06142341,8.69964971,0.306
True,0.0,41.929730108316114,8.74751393969763,0.0,41.9297159,8.74754655,0.282
True,1.0,41.93652041828276,8.587828856904597,0.0,41.93694371,8.58779006,0.26
True,1.0,42.04546769317977,8.732404729005085,0.0,42.04555987,8.7323664,0.238
True,0.0,41.93038751935458,8.746399277390115,0.0,41.93038225,8.74642594,0.213
True,0.0,41.92876648424952,8.745211282036056,0.0,41.92872851,8.74525318,0.213
True,1.0,42.11702666453545,8.596109418272471,0.0,42.11690717,8.596035,0.2
True,1.0,42.054223954949954,8.731843731199007,0.0,42.05397035,8.73190989,0.196
True,1.0,41.90623310849588,8.60316554692683,0.0,41.90605542,8.60326003,0.195
True,0.0,41.92745912386974,8.744471534929012,0.0,41.92744832,8.74449992,0.178
True,1.0,41.93022351141906,8.744347244802295,0.0,41.93023704,8.7443276,0.174
True,1.0,41.92991662872702,8.745480240371446,0.0,41.92988034,8.7455386,0.174
True,1.0,42.13157748049405,8.563922169148878,0.0,42.1314371,8.56400749,0.155
True,1.0,42.10791081590863,8.696469244539903,0.0,42.10799733,8.6965638,0.101
True,1.0,42.07272493837155,8.700746852811239,0.0,42.07265836,8.70086191,0.101
True,0.0,41.92733875582734,8.755061202902825,0.0,41.92732673,8.75510024,0.076
True,1.0,41.91176700737518,8.740128761299681,0.0,41.91146011,8.73973575,0.07
True,0.0,41.92484262089942,8.773868379352905,0.0,41.92483295,8.77390584,0.058
True,0.0,41.92354950276626,8.775188374190753,0.0,41.92351301,8.77521764,0.049
True,0.0,41.92824102319175,8.751015968722673,0.0,41.92824899,8.75104795,0.048
True,1.0,41.92886912468482,8.746701235596458,0.0,41.92889442,8.74668902,0.033
True,0.0,41.92191772215118,8.780482103488369,0.0,41.92190828,8.78051919,0.026
True,0.0,41.92542369709549,8.775133374405844,0.0,41.92543029,8.77516806,0.022
True,0.0,41.92384413958305,8.776401119448025,0.0,41.92384914,8.77640816,0.017
True,1.0,41.90985966741331,8.735368529915704,0.0,41.90980373,8.73534407,0.017
True,0.0,41.92739399705312,8.755701950397029,0.0,41.92740233,8.75572749,0.016
True,1.0,41.91993088339787,8.743269249018061,0.0,41.91992159,8.74328129,0.013
True,1.0,42.06305250783649,8.713330803598508,0.0,42.06285698,8.71334017,0.01
True,1.0,42.12451053352751,8.574354253351565,0.0,42.1244332,8.57457383,0.01
True,1.0,42.07238659149584,8.571267734172197,0.0,42.0726184,8.5712247,0.008
True,1.0,42.12314600188428,8.577043742833633,0.0,42.12306393,8.57729815,0.006
True,0.0,41.98679868360715,8.624939961772803,0.0,41.98680128,8.6250196,0.006
True,1.0,42.12334181092158,8.573785005577752,0.0,42.12319434,8.57404522,0.006
True,0.0,41.93160548497193,8.75092025970974,0.0,41.93161636,8.75093152,0.005
True,0.0,41.92542165106181,8.773508130761742,0.0,41.92541326,8.77352472,0.004
True,0.0,41.933029370495554,8.749195099789722,0.0,41.93301064,8.74925998,0.004
True,0.0,41.90566439338932,8.658268800182428,0.0,41.90564691,8.65833229,0.004
True,0.0,41.92895096155755,8.747658231853894,0.0,41.92892826,8.74767539,0.002
True,0.0,42.11732040623027,8.597033414658947,0.0,42.11731651,8.59707619,0.002
True,0.0,41.93048129173943,8.743838496791874,0.0,41.93043135,8.74385072,0.002
True,1.0,42.122864525332986,8.577043742833633,0.0,42.12289592,8.57723406,0.002
True,0.0,41.93036706060699,8.745572447290296,0.0,41.93036533,8.74559032,0.001
True,0.0,41.92765144460479,8.743385289177033,0.0,41.92762481,8.74349767,0.001
True,1.0,42.073072469257546,8.5718122320428,0.0,42.07318241,8.57193125,0.001
False,0.0,41.932918215825005,8.744825366878594,,,,
False,0.0,41.93278455719169,8.744678700785498,,,,
